Customer_ID,Name,Age,Gender,Region,Income,Existing_Loans,Loan_Amount,Credit_Card_Debt,Savings,Investments,Credit_Score,Employment_Status,Risk_Score
101043,Customer_1043,79,Male,Suburban,32588,Yes,407369,41880,35654,178189,615,Self-employed,94.13
101044,Customer_1044,18,Male,Urban,135910,No,0,32332,67839,173680,679,Employed,62.28
101045,Customer_1045,66,Female,Rural,148658,No,0,39772,51892,172831,741,Employed,9.87
101046,Customer_1046,57,Female,Urban,40967,Yes,493340,34010,84032,77549,432,Unemployed,100.0
101047,Customer_1047,49,Female,Suburban,150153,No,0,23399,65936,66557,326,Self-employed,47.2
101048,Customer_1048,51,Female,Suburban,44256,No,0,49232,88960,26793,556,Retired,69.3
101049,Customer_1049,45,Male,Urban,176124,No,0,2661,73988,31107,655,Employed,0.0
101050,Customer_1050,48,Male,Urban,148121,No,0,4798,27474,144365,535,Employed,0.0
101051,Customer_1051,25,Male,Urban,100732,Yes,417828,540,39886,90913,658,Employed,75.98
101052,Customer_1052,56,Male,Urban,150145,No,0,22329,98409,107648,570,Self-employed,7.6
101053,Customer_1053,43,Female,Rural,153578,No,0,25850,15426,36569,848,Employed,0.0
101054,Customer_1054,75,Female,Rural,118120,No,0,19169,34335,86579,809,Unemployed,0.0
101055,Customer_1055,51,Male,Urban,171781,No,0,3157,31541,158785,738,Employed,0.0
101056,Customer_1056,71,Male,Suburban,64840,No,0,37485,75916,150235,770,Employed,0.0
101057,Customer_1057,71,Male,Suburban,132647,No,0,5336,78340,43082,610,Unemployed,0.0
101058,Customer_1058,20,Male,Rural,79321,No,0,7165,92092,196266,516,Employed,28.62
101059,Customer_1059,76,Female,Urban,63202,No,0,27618,5965,95026,611,Employed,0.0
101060,Customer_1060,67,Male,Urban,154162,No,0,42280,66704,166021,529,Unemployed,38.57
101061,Customer_1061,29,Male,Urban,79231,Yes,157611,47496,45124,13616,639,Employed,100.0
101062,Customer_1062,18,Female,Suburban,41552,Yes,301162,13754,69207,98895,794,Self-employed,71.83
101063,Customer_1063,71,Male,Urban,184813,No,0,5209,17762,4206,463,Employed,0.0
101064,Customer_1064,61,Female,Urban,41661,Yes,468440,14490,30904,16647,415,Self-employed,97.59
101065,Customer_1065,22,Male,Urban,192097,Yes,68534,27601,68468,152115,370,Employed,97.88
101066,Customer_1066,47,Female,Suburban,157164,No,0,7645,15213,99647,352,Employed,15.13
101067,Customer_1067,47,Other,Urban,186746,Yes,41555,38508,33961,9395,641,Self-employed,51.17
101068,Customer_1068,76,Female,Urban,151642,Yes,101915,36922,25839,62558,631,Employed,24.99
101069,Customer_1069,74,Male,Urban,163156,No,0,35433,30942,153984,378,Employed,33.9
101070,Customer_1070,34,Female,Urban,85843,No,0,6018,31325,164586,406,Employed,21.77
101071,Customer_1071,65,Male,Suburban,89278,No,0,26374,92583,13751,381,Retired,26.67
101072,Customer_1072,64,Male,Urban,114328,No,0,5713,11207,111033,501,Employed,0.0
101073,Customer_1073,40,Male,Urban,151837,No,0,45839,96971,5609,691,Employed,60.38
101074,Customer_1074,32,Male,Suburban,146355,No,0,30072,71152,25132,529,Employed,57.91
101075,Customer_1075,54,Female,Urban,44198,No,0,21535,74414,143723,319,Self-employed,38.04
101076,Customer_1076,38,Female,Urban,81201,No,0,31320,15814,177737,622,Employed,41.96
101077,Customer_1077,31,Female,Rural,93271,No,0,27563,18684,55776,767,Employed,26.14
101078,Customer_1078,19,Female,Urban,198271,No,0,48095,36968,6825,609,Employed,100.0
101079,Customer_1079,28,Female,Urban,162449,Yes,473047,18962,4373,95464,771,Self-employed,100.0
101080,Customer_1080,68,Male,Urban,131578,Yes,281879,1026,91685,2412,373,Employed,29.55
101081,Customer_1081,56,Male,Urban,159108,No,0,4473,16178,168561,735,Employed,0.0
101082,Customer_1082,55,Female,Suburban,60364,Yes,377865,4667,26956,7874,761,Employed,26.63
101083,Customer_1083,77,Male,Suburban,135227,No,0,27889,65683,33534,449,Employed,6.7
101084,Customer_1084,51,Female,Suburban,120353,No,0,26140,41692,85902,614,Retired,16.29
101085,Customer_1085,55,Male,Urban,188515,No,0,16970,45119,178250,549,Self-employed,0.6
101086,Customer_1086,67,Male,Urban,152735,Yes,303815,15941,92635,92292,573,Employed,41.48
101087,Customer_1087,51,Male,Rural,190316,No,0,29028,5991,93805,781,Employed,2.42
101088,Customer_1088,35,Male,Rural,97564,Yes,231505,33452,6202,51183,381,Self-employed,100.0
101089,Customer_1089,47,Male,Urban,166149,No,0,22426,21316,141770,531,Employed,23.63
101090,Customer_1090,32,Female,Urban,125447,No,0,3268,30695,95317,330,Employed,27.71
101091,Customer_1091,44,Male,Urban,39631,Yes,256487,15193,4622,128276,383,Employed,81.62
101092,Customer_1092,68,Female,Urban,53500,No,0,28066,61737,168568,341,Employed,31.01
101093,Customer_1093,51,Male,Urban,170969,Yes,133338,658,58132,192366,550,Employed,0.0
101094,Customer_1094,69,Male,Urban,78915,No,0,34064,2610,138727,809,Employed,0.0
101095,Customer_1095,74,Male,Suburban,188449,Yes,65854,34293,42572,48452,686,Retired,8.55
101096,Customer_1096,55,Female,Suburban,122760,Yes,318632,43042,17988,124399,565,Self-employed,100.0
101097,Customer_1097,50,Male,Urban,46897,Yes,41091,39918,96862,190516,321,Employed,87.79
101098,Customer_1098,41,Female,Urban,198352,Yes,143192,7792,67156,197818,706,Self-employed,9.91
101099,Customer_1099,32,Male,Rural,121639,No,0,6604,16335,11888,375,Self-employed,29.09
101100,Customer_1100,77,Female,Urban,133849,No,0,47821,3602,74678,786,Employed,6.92
101101,Customer_1101,47,Male,Suburban,131118,No,0,38557,93295,26957,650,Employed,41.89
101102,Customer_1102,72,Female,Urban,77320,Yes,181549,7420,56625,149699,539,Employed,0.0
101103,Customer_1103,59,Female,Suburban,88289,No,0,38521,86720,165663,350,Employed,62.12
101104,Customer_1104,68,Female,Urban,51941,No,0,48312,89458,12252,775,Employed,20.45
101105,Customer_1105,34,Male,Urban,165306,No,0,23018,99459,52332,824,Employed,6.59
101106,Customer_1106,22,Male,Urban,95172,No,0,5108,81934,4737,456,Employed,29.07
101107,Customer_1107,46,Male,Urban,23376,No,0,27150,94465,134623,498,Employed,38.21
101108,Customer_1108,21,Female,Urban,50783,Yes,482906,5247,62255,195918,730,Employed,94.94
101109,Customer_1109,27,Female,Suburban,192321,No,0,8401,61261,43811,417,Self-employed,33.99
101110,Customer_1110,73,Female,Urban,63025,No,0,17007,16903,19588,374,Employed,0.0
101111,Customer_1111,34,Male,Urban,36447,No,0,9997,12309,6175,666,Employed,0.0
101112,Customer_1112,27,Male,Suburban,36713,Yes,74745,5261,36483,171127,477,Self-employed,35.6
101113,Customer_1113,34,Male,Suburban,148869,Yes,93915,4268,9070,3140,407,Unemployed,36.94
101114,Customer_1114,77,Other,Rural,24858,Yes,478598,5984,34217,63828,778,Retired,19.91
101115,Customer_1115,37,Female,Suburban,79834,Yes,416219,20926,95961,12817,392,Employed,100.0
101116,Customer_1116,41,Female,Urban,102060,Yes,489178,31862,62305,175980,399,Unemployed,100.0
101117,Customer_1117,22,Male,Suburban,155611,No,0,32458,16106,106942,480,Self-employed,80.95
101118,Customer_1118,51,Female,Rural,169929,No,0,10,34837,104166,395,Employed,0.0
101119,Customer_1119,23,Female,Rural,123898,No,0,17144,5017,33962,531,Self-employed,43.07
101120,Customer_1120,70,Male,Urban,122207,Yes,345060,25903,30420,76421,550,Employed,68.61
101121,Customer_1121,19,Female,Urban,156436,No,0,1177,94703,189255,318,Employed,41.19
101122,Customer_1122,30,Female,Urban,106366,Yes,160451,26946,14582,15701,586,Employed,79.54
101123,Customer_1123,79,Female,Suburban,172150,No,0,9168,80403,35036,506,Self-employed,0.0
101124,Customer_1124,60,Female,Suburban,188646,No,0,2389,85205,156239,610,Retired,0.0
101125,Customer_1125,60,Male,Suburban,20869,No,0,6364,76763,197279,402,Employed,0.0
101126,Customer_1126,65,Male,Urban,82624,No,0,27033,51551,36017,458,Unemployed,18.93
101127,Customer_1127,28,Other,Suburban,191147,No,0,48545,82483,167442,677,Retired,82.44
101128,Customer_1128,68,Male,Rural,113676,Yes,221028,11865,78468,115808,523,Unemployed,21.41
101129,Customer_1129,64,Female,Urban,23659,Yes,85748,18936,11985,113411,391,Self-employed,29.02
101130,Customer_1130,74,Female,Suburban,187442,Yes,84859,12327,7375,38482,475,Employed,0.0
101131,Customer_1131,40,Female,Urban,126888,Yes,365614,32252,16805,189904,409,Employed,100.0
101132,Customer_1132,72,Other,Rural,78185,No,0,35078,18107,33344,478,Employed,23.92
101133,Customer_1133,33,Male,Rural,137136,Yes,386021,3741,43401,84618,752,Retired,54.97
101134,Customer_1134,48,Male,Suburban,194823,No,0,40053,74071,135809,374,Self-employed,76.11
101135,Customer_1135,28,Male,Suburban,82758,Yes,202183,24001,38588,123610,791,Self-employed,60.38
101136,Customer_1136,71,Male,Rural,156203,No,0,3839,17470,162037,402,Employed,0.0
101137,Customer_1137,33,Male,Urban,152430,No,0,40349,25081,6527,340,Self-employed,99.45
101138,Customer_1138,25,Male,Urban,111150,Yes,413964,19139,7846,141939,734,Self-employed,100.0
101139,Customer_1139,21,Female,Suburban,167318,No,0,46905,70685,159055,633,Employed,93.09
101140,Customer_1140,57,Female,Urban,37216,No,0,25398,30925,186579,579,Self-employed,11.43
101141,Customer_1141,21,Male,Urban,61209,Yes,47115,25036,54989,81067,841,Employed,34.3
101142,Customer_1142,73,Male,Rural,62987,No,0,38005,69748,101348,805,Employed,0.0
101143,Customer_1143,42,Female,Suburban,128024,Yes,489143,45272,70458,194840,542,Employed,100.0
101144,Customer_1144,20,Male,Urban,171649,No,0,1740,97080,94224,378,Employed,34.01
101145,Customer_1145,49,Male,Urban,62320,No,0,18508,98601,115175,736,Employed,0.0
101146,Customer_1146,20,Male,Urban,31301,No,0,31611,48697,72310,760,Employed,48.81
101147,Customer_1147,44,Female,Urban,146560,No,0,5291,93601,194496,496,Employed,0.0
101148,Customer_1148,46,Male,Urban,20891,Yes,438963,31109,23694,126045,330,Self-employed,100.0
101149,Customer_1149,49,Other,Suburban,173044,No,0,19481,7042,53392,329,Employed,39.01
101150,Customer_1150,67,Male,Urban,70457,No,0,5247,9013,107957,412,Employed,0.0
101151,Customer_1151,78,Female,Urban,133389,No,0,41613,32285,194606,689,Employed,4.67
101152,Customer_1152,75,Male,Urban,40932,No,0,21383,43446,165967,575,Employed,0.0
101153,Customer_1153,68,Male,Rural,24192,No,0,44501,53679,158115,519,Employed,42.94
101154,Customer_1154,36,Female,Urban,36128,No,0,25319,91184,77559,575,Employed,37.99
101155,Customer_1155,38,Female,Urban,42836,Yes,221852,39334,59068,1574,311,Unemployed,100.0
101156,Customer_1156,22,Female,Urban,44837,No,0,23728,4754,145562,792,Employed,26.78
101157,Customer_1157,35,Female,Suburban,137028,Yes,229535,33620,12187,83067,348,Employed,100.0
101158,Customer_1158,45,Female,Suburban,136481,No,0,30442,38133,46293,309,Employed,68.28
101159,Customer_1159,59,Female,Urban,145176,No,0,21310,67082,38571,560,Employed,2.99
101160,Customer_1160,78,Female,Urban,145172,No,0,42521,37497,20046,619,Self-employed,14.72
101161,Customer_1161,39,Male,Urban,42778,Yes,157488,21452,56036,47015,485,Employed,68.59
101162,Customer_1162,38,Male,Suburban,63130,No,0,12137,49455,177447,528,Self-employed,14.66
101163,Customer_1163,23,Male,Suburban,36708,No,0,43636,97135,148858,320,Employed,100.0
101164,Customer_1164,18,Female,Urban,127481,No,0,14905,5516,129712,315,Self-employed,70.25
101165,Customer_1165,22,Male,Urban,175304,Yes,162197,21773,67795,184791,779,Retired,56.84
101166,Customer_1166,58,Male,Urban,190484,No,0,30024,24376,141267,305,Employed,51.67
101167,Customer_1167,29,Female,Urban,24782,Yes,320853,17702,90676,169416,597,Employed,93.09
101168,Customer_1168,43,Female,Suburban,177387,No,0,16505,85853,11554,558,Employed,13.61
101169,Customer_1169,63,Female,Urban,30052,Yes,36411,4254,69045,193394,339,Employed,0.0
101170,Customer_1170,51,Male,Urban,39521,Yes,479071,49007,45968,3397,575,Employed,100.0
101171,Customer_1171,66,Female,Urban,89690,Yes,57684,8498,13264,10037,818,Self-employed,0.0
101172,Customer_1172,31,Male,Rural,55546,Yes,171656,12174,18946,153518,810,Retired,24.64
101173,Customer_1173,43,Male,Rural,177044,Yes,339091,29422,32635,57825,607,Employed,100.0
101174,Customer_1174,62,Male,Urban,124713,No,0,29733,76813,140253,832,Unemployed,0.0
101175,Customer_1175,44,Male,Urban,122617,No,0,1896,27365,120440,779,Unemployed,0.0
101176,Customer_1176,26,Male,Urban,42030,Yes,77740,45646,25459,73887,713,Employed,90.46
101177,Customer_1177,43,Female,Urban,191448,No,0,38744,64913,91037,822,Self-employed,27.03
101178,Customer_1178,74,Male,Urban,109831,No,0,3911,70205,80621,764,Employed,0.0
101179,Customer_1179,64,Female,Suburban,97400,No,0,49105,97100,106032,708,Self-employed,34.92
101180,Customer_1180,74,Female,Suburban,38055,Yes,205660,8340,85401,47538,349,Employed,24.25
101181,Customer_1181,39,Male,Rural,176565,Yes,447626,17423,57350,55333,344,Employed,100.0
101182,Customer_1182,64,Female,Urban,94861,No,0,42350,17588,48623,570,Unemployed,37.64
101183,Customer_1183,73,Male,Rural,141184,Yes,436770,36672,16040,30617,574,Employed,100.0
101184,Customer_1184,47,Female,Suburban,136524,Yes,148085,4876,18125,71631,722,Self-employed,0.0
101185,Customer_1185,60,Male,Urban,136826,Yes,443580,41077,31759,155346,334,Employed,100.0
101186,Customer_1186,65,Male,Urban,56775,Yes,135320,703,94606,44191,803,Employed,0.0
101187,Customer_1187,78,Male,Urban,105909,No,0,38238,73585,184715,787,Employed,0.0
101188,Customer_1188,34,Female,Urban,56253,Yes,445429,6440,82052,144879,443,Employed,100.0
101189,Customer_1189,43,Female,Urban,71884,No,0,31937,38031,170708,492,Employed,52.24
101190,Customer_1190,53,Male,Suburban,96497,No,0,2024,57989,28031,846,Retired,0.0
101191,Customer_1191,18,Female,Urban,37705,No,0,15751,5737,42674,477,Employed,52.88
101192,Customer_1192,25,Female,Rural,195748,Yes,312941,12730,51257,168282,617,Employed,84.21
101193,Customer_1193,66,Female,Urban,111640,Yes,145170,21380,82563,166140,690,Self-employed,8.12
101194,Customer_1194,52,Female,Rural,27101,No,0,28972,11015,129255,450,Employed,40.0
101195,Customer_1195,78,Female,Urban,82495,No,0,37113,60991,14914,746,Employed,0.0
101196,Customer_1196,69,Female,Suburban,155815,No,0,10149,37965,193866,840,Employed,0.0
101197,Customer_1197,32,Female,Urban,28951,No,0,38402,16095,163295,449,Employed,83.98
101198,Customer_1198,64,Male,Urban,158086,No,0,17381,16053,95072,507,Employed,0.0
101199,Customer_1199,73,Male,Rural,56180,No,0,49557,89408,10761,648,Self-employed,31.63
101200,Customer_1200,39,Male,Urban,76977,No,0,32359,32519,193559,561,Employed,49.97
101201,Customer_1201,31,Female,Suburban,83209,No,0,43808,64386,68413,712,Retired,65.1
101202,Customer_1202,43,Female,Suburban,192980,Yes,314351,243,53337,182827,388,Employed,63.96
101203,Customer_1203,45,Male,Urban,128575,Yes,432100,2414,24063,1771,557,Self-employed,69.47
101204,Customer_1204,40,Female,Urban,70918,Yes,339024,3856,72842,103824,791,Self-employed,32.46
101205,Customer_1205,31,Male,Suburban,159291,Yes,387762,6263,13573,176888,847,Employed,51.68
101206,Customer_1206,41,Male,Urban,158235,No,0,47953,18248,159991,395,Employed,98.19
101207,Customer_1207,19,Other,Suburban,153542,Yes,163438,15799,93192,33702,703,Self-employed,57.83
101208,Customer_1208,62,Male,Rural,167615,No,0,41392,17941,151554,738,Unemployed,18.46
101209,Customer_1209,43,Male,Urban,170348,No,0,12470,79554,69807,336,Employed,31.66
101210,Customer_1210,31,Female,Urban,140014,Yes,146908,13772,14088,107530,780,Employed,26.41
101211,Customer_1211,76,Female,Suburban,187953,No,0,27382,87211,172912,479,Retired,3.41
101212,Customer_1212,73,Male,Urban,98950,Yes,323580,33909,17124,84570,624,Employed,67.87
101213,Customer_1213,68,Female,Urban,27749,Yes,251447,4126,83367,37392,705,Employed,0.0
101214,Customer_1214,24,Female,Urban,44182,No,0,19408,4819,137174,768,Retired,18.46
101215,Customer_1215,20,Male,Suburban,97450,No,0,14863,96822,126508,570,Employed,37.67
101216,Customer_1216,64,Male,Urban,100543,Yes,126751,13584,12164,81457,653,Employed,0.0
101217,Customer_1217,40,Female,Urban,116487,Yes,17686,23391,33701,97710,764,Unemployed,10.44
101218,Customer_1218,63,Male,Suburban,130227,Yes,48604,19840,83011,136739,663,Self-employed,0.0
101219,Customer_1219,60,Female,Urban,172455,Yes,408572,36965,50437,53701,368,Employed,100.0
101220,Customer_1220,64,Female,Urban,98578,Yes,263409,25671,85841,50198,607,Self-employed,52.61
101221,Customer_1221,77,Other,Rural,136258,No,0,38592,78034,196821,722,Retired,0.0
101222,Customer_1222,62,Male,Suburban,176484,Yes,426009,12097,33869,64253,813,Employed,36.25
101223,Customer_1223,35,Other,Rural,33181,No,0,18839,37603,75979,518,Employed,32.99
101224,Customer_1224,75,Male,Urban,64898,No,0,44883,5235,65187,344,Self-employed,55.55
101225,Customer_1225,55,Male,Suburban,23405,No,0,17774,13015,167455,532,Employed,4.21
101226,Customer_1226,52,Male,Urban,30862,Yes,346608,37693,15601,131790,666,Employed,100.0
101227,Customer_1227,68,Male,Urban,48688,No,0,49769,8509,33393,421,Unemployed,65.01
101228,Customer_1228,32,Female,Urban,68017,Yes,82096,2469,40484,13669,794,Self-employed,0.0
101229,Customer_1229,42,Male,Urban,32939,No,0,12468,17918,46958,448,Unemployed,19.73
101230,Customer_1230,72,Male,Rural,124152,Yes,485836,35470,41975,176946,775,Unemployed,86.93
101231,Customer_1231,54,Female,Urban,59585,No,0,39025,42520,190244,649,Employed,34.2
101232,Customer_1232,45,Male,Suburban,136315,Yes,426849,40873,36693,75451,414,Unemployed,100.0
101233,Customer_1233,27,Female,Suburban,124447,Yes,140934,3165,27959,4680,536,Employed,37.71
101234,Customer_1234,56,Male,Suburban,174014,Yes,305262,11370,1909,169500,346,Employed,73.09
101235,Customer_1235,74,Female,Urban,156344,Yes,260178,43251,76141,10266,573,Employed,78.63
101236,Customer_1236,34,Female,Suburban,195206,No,0,47526,81041,161630,412,Employed,100.0
101237,Customer_1237,56,Male,Urban,175337,No,0,37198,1118,2442,844,Employed,5.1
101238,Customer_1238,39,Male,Urban,199264,Yes,181375,42006,29638,143104,698,Employed,89.42
101239,Customer_1239,43,Male,Rural,179740,No,0,38760,69649,43874,591,Self-employed,54.24
101240,Customer_1240,79,Female,Urban,101560,No,0,28942,81301,67290,615,Employed,0.0
101241,Customer_1241,61,Male,Urban,117435,No,0,45017,84411,34255,461,Employed,59.55
101242,Customer_1242,42,Male,Rural,89283,Yes,20096,32209,19480,122425,389,Employed,70.17
101243,Customer_1243,34,Male,Urban,29297,No,0,39365,8944,59692,350,Retired,95.05
101244,Customer_1244,30,Male,Suburban,84005,Yes,215714,1407,36022,80959,723,Self-employed,23.4
101245,Customer_1245,37,Female,Urban,148833,No,0,25976,91625,97718,705,Employed,22.76
101246,Customer_1246,42,Female,Urban,152679,No,0,41969,49707,48092,443,Retired,79.32
101247,Customer_1247,21,Male,Urban,150654,No,0,38325,99099,120541,827,Employed,53.11
101248,Customer_1248,27,Male,Urban,106994,No,0,15515,56255,110897,432,Unemployed,46.46
101249,Customer_1249,20,Female,Urban,76305,No,0,36174,67769,13618,798,Employed,53.47
101250,Customer_1250,58,Female,Suburban,179045,Yes,324006,11794,88178,113805,689,Employed,34.83
101251,Customer_1251,62,Male,Suburban,174189,No,0,5700,29708,65110,469,Employed,0.0
101252,Customer_1252,35,Male,Rural,142688,Yes,102186,8127,31937,79199,841,Self-employed,0.0
101253,Customer_1253,64,Male,Urban,27645,Yes,313762,27391,59823,164700,459,Employed,83.53
101254,Customer_1254,53,Female,Suburban,62238,No,0,10740,39399,8604,711,Employed,0.0
101255,Customer_1255,64,Male,Suburban,89694,No,0,1545,66665,80222,683,Unemployed,0.0
101256,Customer_1256,39,Female,Rural,192845,No,0,23691,19155,9049,484,Employed,41.69
101257,Customer_1257,51,Female,Urban,36786,No,0,16518,21838,126581,513,Self-employed,8.93
101258,Customer_1258,64,Female,Suburban,60693,No,0,35627,24154,96114,393,Employed,45.02
101259,Customer_1259,25,Male,Rural,116447,Yes,388195,28054,45035,57740,518,Employed,100.0
101260,Customer_1260,57,Male,Urban,177650,Yes,133081,13057,31294,33331,518,Self-employed,20.54
101261,Customer_1261,66,Male,Rural,197480,No,0,6003,71809,191550,312,Retired,0.0
101262,Customer_1262,61,Male,Urban,89702,Yes,352688,34032,75233,97962,722,Self-employed,77.41
101263,Customer_1263,36,Female,Suburban,104845,No,0,18156,6628,69974,722,Employed,6.37
101264,Customer_1264,59,Other,Rural,35076,No,0,49316,46849,88733,785,Retired,32.53
101265,Customer_1265,58,Female,Suburban,39377,No,0,45380,26414,144181,676,Employed,38.73
101266,Customer_1266,54,Female,Urban,160350,No,0,48787,71254,142095,707,Employed,46.9
101267,Customer_1267,23,Male,Urban,147368,Yes,420631,48345,20060,158561,418,Self-employed,100.0
101268,Customer_1268,69,Male,Rural,53539,No,0,27563,1096,182849,570,Employed,1.82
101269,Customer_1269,43,Male,Urban,146552,Yes,333812,41579,84883,105200,396,Employed,100.0
101270,Customer_1270,51,Female,Urban,162512,No,0,6725,96932,199391,346,Retired,8.99
101271,Customer_1271,76,Female,Suburban,46245,Yes,57287,21682,12058,72272,472,Employed,4.29
101272,Customer_1272,73,Female,Urban,173169,No,0,27727,13218,41077,646,Employed,0.0
101273,Customer_1273,76,Male,Urban,87092,No,0,39582,17982,134677,536,Employed,21.11
101274,Customer_1274,62,Male,Urban,129454,No,0,16185,61325,102356,842,Self-employed,0.0
101275,Customer_1275,23,Female,Urban,152223,No,0,36740,98817,85895,512,Employed,84.49
101276,Customer_1276,54,Male,Suburban,172770,No,0,7594,70499,133410,571,Employed,0.0
101277,Customer_1277,74,Female,Suburban,168673,No,0,49554,91540,24937,706,Employed,23.55
101278,Customer_1278,50,Female,Suburban,177879,No,0,7199,47622,71949,377,Employed,7.55
101279,Customer_1279,70,Female,Rural,196374,No,0,39032,24677,118599,445,Self-employed,38.21
101280,Customer_1280,39,Male,Rural,159111,No,0,27350,45741,114676,311,Employed,69.36
101281,Customer_1281,38,Male,Suburban,67427,No,0,15874,67860,157132,528,Employed,22.13
101282,Customer_1282,23,Male,Urban,91839,No,0,4480,28166,157780,640,Self-employed,4.92
101283,Customer_1283,23,Male,Suburban,170125,Yes,287278,30435,44374,167230,463,Employed,100.0
101284,Customer_1284,72,Male,Urban,136801,No,0,30120,47908,178927,681,Self-employed,0.0
101285,Customer_1285,65,Female,Suburban,130845,No,0,6619,91031,43503,721,Employed,0.0
101286,Customer_1286,21,Female,Suburban,106298,No,0,2607,92628,187009,737,Unemployed,0.0
101287,Customer_1287,47,Male,Urban,109147,No,0,9382,67875,15146,362,Employed,17.43
101288,Customer_1288,28,Male,Rural,75413,No,0,8580,49316,51060,545,Unemployed,18.04
101289,Customer_1289,79,Male,Urban,85958,No,0,19788,13286,119060,349,Self-employed,0.0
101290,Customer_1290,79,Male,Suburban,51275,Yes,275290,22026,64539,87097,533,Self-employed,37.65
101291,Customer_1291,47,Female,Urban,46597,No,0,17173,30235,59179,827,Unemployed,0.0
101292,Customer_1292,48,Male,Rural,97521,No,0,23280,78131,171786,815,Self-employed,0.0
101293,Customer_1293,41,Male,Urban,114243,No,0,34262,60890,176169,581,Employed,48.92
101294,Customer_1294,72,Male,Urban,88908,No,0,47156,26552,23373,519,Employed,43.25
101295,Customer_1295,26,Female,Urban,75188,Yes,385366,6710,14629,135030,647,Self-employed,81.88
101296,Customer_1296,72,Female,Urban,54710,No,0,33588,47489,37665,663,Unemployed,0.0
101297,Customer_1297,20,Male,Urban,138493,No,0,12228,59958,88303,341,Employed,59.34
101298,Customer_1298,68,Female,Suburban,69249,Yes,230490,26055,59928,64494,722,Employed,28.27
101299,Customer_1299,48,Female,Urban,54247,No,0,31152,96461,146154,434,Employed,51.25
101300,Customer_1300,57,Female,Urban,46408,No,0,20449,39258,98425,558,Employed,4.0
101301,Customer_1301,54,Male,Urban,96313,No,0,27706,13843,15323,490,Self-employed,30.26
101302,Customer_1302,53,Female,Rural,25443,No,0,30466,98571,131303,555,Self-employed,29.39
101303,Customer_1303,41,Female,Suburban,150270,No,0,22585,24988,41356,793,Employed,0.63
101304,Customer_1304,48,Female,Suburban,151151,No,0,44025,99219,7906,372,Employed,84.29
101305,Customer_1305,23,Female,Suburban,116818,No,0,24279,99522,31119,373,Employed,75.93
101306,Customer_1306,19,Female,Urban,189417,No,0,11837,34301,138643,700,Employed,17.57
101307,Customer_1307,37,Male,Urban,163973,No,0,24209,81513,153424,378,Employed,57.7
101308,Customer_1308,45,Female,Urban,193804,No,0,12220,8951,180444,547,Self-employed,3.84
101309,Customer_1309,28,Female,Rural,168579,No,0,3965,92607,108371,486,Employed,15.75
101310,Customer_1310,21,Female,Rural,101785,Yes,100597,45806,76101,108529,769,Employed,95.01
101311,Customer_1311,32,Male,Urban,146691,Yes,451620,42276,29715,141716,755,Employed,100.0
101312,Customer_1312,23,Female,Urban,55391,No,0,49333,53975,142755,575,Self-employed,100.0
101313,Customer_1313,71,Female,Urban,54171,No,0,38768,62293,21574,478,Self-employed,32.55
101314,Customer_1314,66,Male,Urban,135019,Yes,198808,27230,50216,186410,428,Employed,61.37
101315,Customer_1315,47,Female,Suburban,27485,Yes,155163,23629,38109,12849,678,Employed,39.78
101316,Customer_1316,73,Female,Urban,147628,Yes,408149,41920,38850,118660,414,Retired,100.0
101317,Customer_1317,55,Female,Rural,130104,No,0,27870,47664,27993,621,Employed,13.93
101318,Customer_1318,68,Male,Urban,135427,No,0,17373,77870,89646,688,Self-employed,0.0
101319,Customer_1319,79,Male,Rural,110153,No,0,29155,92836,140929,763,Employed,0.0
101320,Customer_1320,74,Female,Suburban,57748,No,0,42685,20369,5061,501,Self-employed,33.93
101321,Customer_1321,19,Male,Suburban,154950,No,0,47422,90937,73650,846,Employed,71.56
101322,Customer_1322,32,Female,Suburban,153021,Yes,13351,33474,61216,65185,708,Retired,46.32
101323,Customer_1323,28,Female,Suburban,171953,No,0,23036,21639,2858,451,Self-employed,58.01
101324,Customer_1324,25,Female,Suburban,107150,No,0,4847,65305,163377,704,Employed,0.0
101325,Customer_1325,43,Male,Suburban,109364,No,0,20714,83924,143002,790,Employed,0.0
101326,Customer_1326,68,Female,Suburban,135925,No,0,12893,19506,16541,461,Employed,0.0
101327,Customer_1327,62,Male,Rural,29958,No,0,4649,64625,111907,446,Retired,0.0
101328,Customer_1328,61,Male,Suburban,159769,No,0,30571,79302,92762,711,Employed,1.24
101329,Customer_1329,22,Male,Suburban,107160,No,0,11613,73232,10767,555,Employed,30.43
101330,Customer_1330,23,Male,Rural,35493,No,0,39364,63766,77895,669,Employed,71.27
101331,Customer_1331,43,Other,Urban,193873,No,0,24428,4981,90670,590,Unemployed,25.69
101332,Customer_1332,71,Other,Urban,41199,Yes,437233,46706,83391,154169,639,Employed,100.0
101333,Customer_1333,21,Male,Urban,185560,No,0,41382,20789,108954,375,Employed,100.0
101334,Customer_1334,36,Female,Suburban,50493,No,0,22533,1308,107180,839,Self-employed,1.36
101335,Customer_1335,37,Male,Rural,131545,Yes,472929,10106,94046,155561,804,Unemployed,73.96
101336,Customer_1336,50,Female,Urban,69002,Yes,236181,32313,95908,19503,620,Employed,76.42
101337,Customer_1337,37,Female,Suburban,43731,Yes,91967,20394,74243,30669,606,Employed,41.64
101338,Customer_1338,66,Female,Suburban,158148,No,0,12277,82058,47771,646,Employed,0.0
